Blocks,Block,Current,Height,,,,,,,,
4929,4,8156,7758,,,,,,,,
4930,0,8160,7759,,,,,,,,
4931,1,8164,7762,,,,,,,,
4932,2,8169,7764,,,,,,,,
4933,3,8175,7766,,,,,,,,
4934,4,8183,7766,,,,,,,,
4935,0,8187,7767,,,,,,,,
4936,1,8191,7770,,,,,,,,
4937,2,8195,7773,,,,,,,,
4938,3,8201,7775,,,,,,,,
4939,4,8207,7775,,,,,,,,
4940,0,8211,7776,,,,,,,,
4941,1,8215,7779,,,,,,,,
4942,2,8219,7782,,,,,,,,
4943,3,8225,7784,,,,,,,,
4944,4,8231,7784,,,,,,,,
4945,0,8235,7785,,,,,,,,
4946,1,8239,7788,,,,,,,,
4947,2,8246,7788,,,,,,,,
4948,3,8251,7791,,,,,,,,
4949,4,8255,7793,,,,,,,,
4950,0,8264,7793,,,,,,,,
4951,1,8272,7793,,,,,,,,
4952,2,8277,7795,,,,,,,,
4953,3,8283,7797,,,,,,,,
4954,4,8287,7799,,,,,,,,
4955,0,8291,7800,,,,,,,,
4956,1,8296,7802,,,,,,,,
4957,2,8301,7804,,,,,,,,
4958,3,8307,7806,,,,,,,,
4959,4,8313,7806,,,,,,,,
4960,0,8317,7807,,,,,,,,
4961,1,8322,7809,,,,,,,,
4962,2,8326,7812,,,,,,,,
4963,3,8330,7816,,,,,,,,
4964,4,8343,7816,,,,,,,,
4965,0,8347,7817,,,,,,,,
4966,1,8351,7820,,,,,,,,
4967,2,8358,7820,,,,,,,,
4968,3,8362,7824,,,,,,,,
4969,4,8370,7824,,,,,,,,
4970,0,8376,7824,,,,,,,,
4971,1,8381,7826,,,,,,,,
4972,2,8385,7829,,,,,,,,
4973,3,8395,7829,,,,,,,,
4974,4,8401,7829,,,,,,,,
4975,0,8405,7830,,,,,,,,
4976,1,8410,7832,,,,,,,,
4977,2,8415,7834,,,,,,,,
4978,3,8421,7836,,,,,,,,
4979,4,8430,7836,,,,,,,,
4980,0,8434,7837,,,,,,,,
4981,1,8438,7840,,,,,,,,
4982,2,8442,7843,,,,,,,,
4983,3,8456,7843,,,,,,,,
4984,4,8466,7843,,,,,,,,
4985,0,8470,7844,,,,,,,,
4986,1,8474,7847,,,,,,,,
4987,2,8478,7850,,,,,,,,
4988,3,8488,7850,,,,,,,,
4989,4,8496,7850,,,,,,,,
4990,0,8500,7851,,,,,,,,
4991,1,8504,7854,,,,,,,,
4992,2,8508,7857,,,,,,,,
4993,3,8530,7857,,,,,,,,
4994,4,8536,7857,,,,,,,,
4995,0,8540,7858,,,,,,,,
4996,1,8545,7860,,,,,,,,
4997,2,8550,7862,,,,,,,,
4998,3,8556,7864,,,,,,,,
4999,4,8564,7864,,,,,,,,
5000,0,8568,7865,,,,,,,,
5001,1,8572,7868,,,,,,,,
5002,2,8577,7870,,,,,,,,
5003,3,8581,7874,,,,,,,,
5004,4,8585,7876,,,,,,,,
5005,0,8589,7877,,,,,,,,
5006,1,8593,7880,,,,,,,,
5007,2,8597,7883,,,,,,,,
5008,3,8603,7885,,,,,,,,
5009,4,8607,7887,,,,,,,,
5010,0,8611,7888,,,,,,,,
5011,1,8615,7891,,,,,,,,
5012,2,8620,7893,,,,,,,,
5013,3,8640,7893,,,,,,,,
5014,4,8646,7893,,,,,,,,
5015,0,8650,7894,,,,,,,,
5016,1,8654,7897,,,,,,,,
5017,2,8661,7897,,,,,,,,
5018,3,8665,7901,,,,,,,,
5019,4,8675,7901,,,,,,,,
5020,0,8683,7901,,,,,,,,
5021,1,8688,7903,,,,,,,,
5022,2,8693,7905,,,,,,,,
5023,3,8699,7907,,,,,,,,
5024,4,8708,7907,,,,,,,,
5025,0,8712,7908,,,,,,,,
5026,1,8716,7911,,,,,,,,
5027,2,8720,7914,,,,,,,,
5028,3,8726,7916,,,,,,,,
5029,4,8734,7916,,,,,,,,
5030,0,8738,7917,,,,,,,,
5031,1,8742,7920,,,,,,,,
5032,2,8746,7923,,,,,,,,
5033,3,8756,7923,,,,,,,,
5034,4,8762,7923,,,,,,,,
5035,0,8766,7924,,,,,,,,
5036,1,8771,7926,,,,,,,,
5037,2,8777,7927,,,,,,,,
5038,3,8783,7929,,,,,,,,
5039,4,8789,7929,,,,,,,,
5040,0,8793,7930,,,,,,,,
5041,1,8801,7930,,,,,,,,
5042,2,8805,7933,,,,,,,,
5043,3,8809,7937,,,,,,,,
5044,4,8819,7937,,,,,,,,
5045,0,8823,7938,,,,,,,,
5046,1,8827,7941,,,,,,,,
5047,2,8832,7943,,,,,,,,
5048,3,8836,7947,,,,,,,,
5049,4,8846,7947,,,,,,,,
5050,0,8856,7947,,,,,,,,
5051,1,8861,7949,,,,,,,,
5052,2,8865,7952,,,,,,,,
5053,3,8879,7952,,,,,,,,
5054,4,8893,7952,,,,,,,,
5055,0,8903,7952,,,,,,,,
5056,1,8908,7954,,,,,,,,
5057,2,8919,7954,,,,,,,,
5058,3,8929,7954,,,,,,,,
5059,4,8933,7956,,,,,,,,
5060,0,8937,7957,,,,,,,,
5061,1,8942,7959,,,,,,,,
5062,2,8946,7962,,,,,,,,
5063,3,8955,7962,,,,,,,,
5064,4,8961,7962,,,,,,,,
5065,0,8965,7963,,,,,,,,
5066,1,8969,7966,,,,,,,,
5067,2,8973,7969,,,,,,,,
5068,3,8977,7973,,,,,,,,
5069,4,8987,7973,,,,,,,,
5070,0,8991,7974,,,,,,,,
5071,1,8995,7977,,,,,,,,
5072,2,9002,7977,,,,,,,,
5073,3,9008,7979,,,,,,,,
5074,4,9012,7981,,,,,,,,
5075,0,9020,7981,,,,,,,,
5076,1,9024,7984,,,,,,,,
5077,2,9028,7987,,,,,,,,
5078,3,9041,7987,,,,,,,,
5079,4,9047,7987,,,,,,,,
5080,0,9055,7987,,,,,,,,
5081,1,9062,7987,,,,,,,,
5082,2,9066,7990,,,,,,,,
5083,3,9074,7990,,,,,,,,
5084,4,9080,7990,,,,,,,,
5085,0,9084,7991,,,,,,,,
5086,1,9088,7994,,,,,,,,
5087,2,9093,7996,,,,,,,,
5088,3,9099,7998,,,,,,,,
5089,4,9103,8000,,,,,,,,
5090,0,9107,8001,,,,,,,,
5091,1,9111,8004,,,,,,,,
5092,2,9116,8006,,,,,,,,
5093,3,9125,8006,,,,,,,,
5094,4,9130,8007,,,,,,,,
5095,0,9135,8007,,,,,,,,
5096,1,9139,8010,,,,,,,,
5097,2,9144,8012,,,,,,,,
5098,3,9151,8013,,,,,,,,
5099,4,9161,8013,,,,,,,,
5100,0,9166,8013,,,,,,,,
5101,1,9171,8015,,,,,,,,
5102,2,9177,8016,,,,,,,,
5103,3,9184,8017,,,,,,,,
5104,4,9189,8018,,,,,,,,
5105,0,9193,8019,,,,,,,,
5106,1,9198,8021,,,,,,,,
5107,2,9202,8024,,,,,,,,
5108,3,9211,8024,,,,,,,,
5109,4,9216,8025,,,,,,,,
5110,0,9220,8026,,,,,,,,
5111,1,9224,8029,,,,,,,,
5112,2,9228,8032,,,,,,,,
5113,3,9234,8034,,,,,,,,
5114,4,9246,8034,,,,,,,,
5115,0,9250,8035,,,,,,,,
5116,1,9255,8037,,,,,,,,
5117,2,9261,8038,,,,,,,,
5118,3,9267,8040,,,,,,,,
5119,4,9275,8040,,,,,,,,
5120,0,9279,8041,,,,,,,,
5121,1,9283,8044,,,,,,,,
5122,2,9288,8046,,,,,,,,
5123,3,9302,8046,,,,,,,,
5124,4,9308,8046,,,,,,,,
5125,0,9312,8047,,,,,,,,
5126,1,9316,8050,,,,,,,,
5127,2,9320,8053,,,,,,,,
5128,3,9324,8057,,,,,,,,
5129,4,9328,8059,,,,,,,,
5130,0,9332,8060,,,,,,,,
5131,1,9336,8063,,,,,,,,
5132,2,9340,8066,,,,,,,,
5133,3,9366,8066,,,,,,,,
5134,4,9370,8068,,,,,,,,
5135,0,9374,8069,,,,,,,,
5136,1,9379,8071,,,,,,,,
5137,2,9384,8073,,,,,,,,
5138,3,9390,8075,,,,,,,,
5139,4,9398,8075,,,,,,,,
5140,0,9402,8076,,,,,,,,
5141,1,9406,8079,,,,,,,,
5142,2,9411,8081,,,,,,,,
5143,3,9417,8083,,,,,,,,
5144,4,9421,8085,,,,,,,,
5145,0,9425,8086,,,,,,,,
5146,1,9429,8089,,,,,,,,
5147,2,9433,8092,,,,,,,,
5148,3,9439,8094,,,,,,,,
5149,4,9445,8094,,,,,,,,
5150,0,9449,8095,,,,,,,,
5151,1,9453,8098,,,,,,,,
5152,2,9458,8100,,,,,,,,
5153,3,9464,8102,,,,,,,,
5154,4,9472,8102,,,,,,,,
5155,0,9476,8103,,,,,,,,
5156,1,9481,8105,,,,,,,,
5157,2,9486,8107,,,,,,,,
5158,3,9490,8111,,,,,,,,
5159,4,9500,8111,,,,,,,,
5160,0,9504,8112,,,,,,,,
5161,1,9509,8114,,,,,,,,
5162,2,9515,8115,,,,,,,,
5163,3,9521,8117,,,,,,,,
5164,4,9525,8119,,,,,,,,
5165,0,9535,8119,,,,,,,,
5166,1,9544,8119,,,,,,,,
5167,2,9551,8119,,,,,,,,
5168,3,9555,8123,,,,,,,,
5169,4,9565,8123,,,,,,,,
5170,0,9573,8123,,,,,,,,
5171,1,9580,8123,,,,,,,,
5172,2,9585,8125,,,,,,,,
5173,3,9595,8125,,,,,,,,
5174,4,9599,8127,,,,,,,,
5175,0,9607,8127,,,,,,,,
5176,1,9612,8129,,,,,,,,
5177,2,9617,8131,,,,,,,,
5178,3,9621,8135,,,,,,,,
5179,4,9625,8137,,,,,,,,
5180,0,9629,8138,,,,,,,,
5181,1,9633,8141,,,,,,,,
5182,2,9637,8144,,,,,,,,
5183,3,9643,8146,,,,,,,,
5184,4,9655,8146,,,,,,,,
5185,0,9659,8147,,,,,,,,
5186,1,9663,8150,,,,,,,,
5187,2,9667,8153,,,,,,,,
5188,3,9684,8153,,,,,,,,
5189,4,9692,8153,,,,,,,,
5190,0,9698,8153,,,,,,,,
5191,1,9703,8155,,,,,,,,
5192,2,9709,8156,,,,,,,,
5193,3,9714,8159,,,,,,,,
5194,4,9723,8159,,,,,,,,
5195,0,9727,8160,,,,,,,,
5196,1,9731,8163,,,,,,,,
5197,2,9738,8163,,,,,,,,
5198,3,9743,8166,,,,,,,,
5199,4,9750,8166,,,,,,,,
5200,0,9755,8166,,,,,,,,
5201,1,9760,8168,,,,,,,,
5202,2,9765,8170,,,,,,,,
5203,3,9771,8172,,,,,,,,
5204,4,9775,8174,,,,,,,,
5205,0,9779,8175,,,,,,,,
5206,1,9789,8175,,,,,,,,
5207,2,9793,8178,,,,,,,,
5208,3,9799,8180,,,,,,,,
5209,4,9807,8180,,,,,,,,
5210,0,9811,8181,,,,,,,,
5211,1,9815,8184,,,,,,,,
5212,2,9822,8184,,,,,,,,
5213,3,9828,8186,,,,,,,,
5214,4,9832,8188,,,,,,,,
5215,0,9840,8188,,,,,,,,
5216,1,9847,8188,,,,,,,,
5217,2,9851,8191,,,,,,,,
5218,3,9858,8192,,,,,,,,
5219,4,9863,8193,,,,,,,,
5220,0,9867,8194,,,,,,,,
5221,1,9871,8197,,,,,,,,
5222,2,9875,8200,,,,,,,,
5223,3,9881,8202,,,,,,,,
5224,4,9893,8202,,,,,,,,
5225,0,9897,8203,,,,,,,,
5226,1,9902,8205,,,,,,,,
5227,2,9906,8208,,,,,,,,
5228,3,9915,8208,,,,,,,,
5229,4,9921,8208,,,,,,,,
5230,0,9925,8209,,,,,,,,
5231,1,9930,8211,,,,,,,,
5232,2,9935,8213,,,,,,,,
5233,3,9944,8213,,,,,,,,
5234,4,9948,8215,,,,,,,,
5235,0,9952,8216,,,,,,,,
5236,1,9956,8219,,,,,,,,
5237,2,9960,8222,,,,,,,,
5238,3,9966,8224,,,,,,,,
5239,4,9970,8226,,,,,,,,
5240,0,9974,8227,,,,,,,,
5241,1,9978,8230,,,,,,,,
5242,2,9983,8232,,,,,,,,
5243,3,9987,8236,,,,,,,,
5244,4,9991,8238,,,,,,,,
5245,0,9995,8239,,,,,,,,
5246,1,9999,8242,,,,,,,,
5247,2,10003,8245,,,,,,,,
5248,3,10009,8247,,,,,,,,
5249,4,10019,8247,,,,,,,,
5250,0,10025,8247,,,,,,,,
5251,1,10030,8249,,,,,,,,
5252,2,10034,8252,,,,,,,,
5253,3,10040,8254,,,,,,,,
5254,4,10051,8254,,,,,,,,
5255,0,10060,8254,,,,,,,,
5256,1,10068,8254,,,,,,,,
5257,2,10072,8257,,,,,,,,
5258,3,10076,8261,,,,,,,,
5259,4,10086,8261,,,,,,,,
5260,0,10090,8262,,,,,,,,
5261,1,3,8265,,,,,,,,
5262,2,7,8268,,,,,,,,
5263,3,13,8270,,,,,,,,
5264,4,25,8270,,,,,,,,
5265,0,29,8271,,<---,8271,,,,,
5266,1,33,8274,,,,,,,,
5267,2,38,8276,,,,,,,,
5268,3,56,8276,,,,,,,,
5269,4,62,8276,,,,,,,,
5270,0,66,8277,,,,,,,,
5271,1,70,8280,,,,,,,,
5272,2,74,8283,,,,,,,,
5273,3,85,8283,,,,,,,,
5274,4,93,8283,,,,,,,,
5275,0,97,8284,,,,,,,,
5276,1,102,8286,,,,,,,,
5277,2,108,8287,,,,,,,,
5278,3,114,8289,,,,,,,,
5279,4,118,8291,,,,,,,,
5280,0,122,8292,,,,,,,,
5281,1,132,8292,,,,,,,,
5282,2,139,8292,,,,,,,,
5283,3,143,8296,,,,,,,,
5284,4,147,8298,,,,,,,,
5285,0,151,8299,,,,,,,,
5286,1,155,8302,,,,,,,,
5287,2,159,8305,,,,,,,,
5288,3,163,8309,,,,,,,,
5289,4,173,8309,,,,,,,,
5290,0,177,8310,,,,,,,,
5291,1,182,8312,,,,,,,,
5292,2,188,8313,,,,,,,,
5293,3,194,8315,,,,,,,,
5294,4,198,8317,,,,,,,,
5295,0,202,8318,,,,,,,,
5296,1,206,8321,,,,,,,,
5297,2,210,8324,,,,,,,,
5298,3,214,8328,,,,,,,,
5299,4,224,8328,,,,,,,,
5300,0,228,8329,,,,,,,,
5301,1,232,8332,,,,,,,,
5302,2,236,8335,,,,,,,,
5303,3,240,8339,,,,,,,,
5304,4,254,8339,,,,,,,,
5305,0,258,8340,,,,,,,,
5306,1,262,8343,,,,,,,,
5307,2,267,8345,,,,,,,,
5308,3,271,8349,,,,,,,,
5309,4,281,8349,,,,,,,,
5310,0,289,8349,,,,,,,,
5311,1,296,8349,,,,,,,,
5312,2,300,8352,,,,,,,,
5313,3,310,8352,,,,,,,,
5314,4,314,8354,,,,,,,,
5315,0,318,8355,,,,,,,,
5316,1,322,8358,,,,,,,,
5317,2,326,8361,,,,,,,,
5318,3,341,8361,,,,,,,,
5319,4,347,8361,,,,,,,,
5320,0,351,8362,,,,,,,,
5321,1,355,8365,,,,,,,,
5322,2,360,8367,,,,,,,,
5323,3,364,8371,,,,,,,,
5324,4,375,8371,,,,,,,,
5325,0,379,8372,,,,,,,,
5326,1,383,8375,,,,,,,,
5327,2,387,8378,,,,,,,,
5328,3,391,8382,,,,,,,,
5329,4,401,8382,,,,,,,,
5330,0,405,8383,,,,,,,,
5331,1,409,8386,,,,,,,,
5332,2,413,8389,,,,,,,,
5333,3,434,8389,,,,,,,,
5334,4,440,8389,,,,,,,,
5335,0,448,8389,,,,,,,,
5336,1,455,8389,,,,,,,,
5337,2,459,8392,,,,,,,,
5338,3,465,8394,,,,,,,,
5339,4,474,8394,,,,,,,,
5340,0,480,8394,,,,,,,,
5341,1,485,8396,,,,,,,,
5342,2,490,8398,,,,,,,,
5343,3,498,8398,,,,,,,,
5344,4,504,8398,,,,,,,,
5345,0,508,8399,,,,,,,,
5346,1,513,8401,,,,,,,,
5347,2,517,8404,,,,,,,,
5348,3,526,8404,,,,,,,,
5349,4,532,8404,,,,,,,,
5350,0,536,8405,,,,,,,,
5351,1,540,8408,,,,,,,,
5352,2,544,8411,,,,,,,,
5353,3,552,8411,,,,,,,,
5354,4,556,8413,,,,,,,,
5355,0,560,8414,,,,,,,,
5356,1,564,8417,,,,,,,,
5357,2,568,8420,,,,,,,,
5358,3,574,8422,,,,,,,,
5359,4,580,8422,,,,,,,,
5360,0,584,8423,,,,,,,,
5361,1,589,8425,,,,,,,,
5362,2,593,8428,,,,,,,,
5363,3,597,8432,,,,,,,,
5364,4,601,8434,,,,,,,,
5365,0,605,8435,,,,,,,,
5366,1,609,8438,,,,,,,,
5367,2,613,8441,,,,,,,,
5368,3,619,8443,,,,,,,,
5369,4,631,8443,,,,,,,,
5370,0,635,8444,,,,,,,,
5371,1,639,8447,,,,,,,,
5372,2,643,8450,,,,,,,,
5373,3,674,8450,,,,,,,,
5374,4,678,8452,,,,,,,,
5375,0,686,8452,,,,,,,,
5376,1,691,8454,,,,,,,,
5377,2,695,8457,,,,,,,,
5378,3,701,8459,,,,,,,,
5379,4,705,8461,,,,,,,,
5380,0,709,8462,,,,,,,,
5381,1,713,8465,,,,,,,,
5382,2,718,8467,,,,,,,,
5383,3,724,8469,,,,,,,,
5384,4,733,8469,,,,,,,,
5385,0,739,8469,,,,,,,,
5386,1,744,8471,,,,,,,,
5387,2,748,8474,,,,,,,,
5388,3,758,8474,,,,,,,,
5389,4,764,8474,,,,,,,,
5390,0,768,8475,,,,,,,,
5391,1,772,8478,,,,,,,,
5392,2,776,8481,,,,,,,,
5393,3,796,8481,,,,,,,,
5394,4,812,8481,,,,,,,,
5395,0,816,8482,,,,,,,,
5396,1,820,8485,,,,,,,,
5397,2,825,8487,,,,,,,,
5398,3,832,8488,,,,,,,,
5399,4,837,8489,,,,,,,,
5400,0,841,8490,,,,,,,,
5401,1,845,8493,,,,,,,,
5402,2,850,8495,,,,,,,,
5403,3,856,8497,,,,,,,,
5404,4,860,8499,,,,,,,,
5405,0,864,8500,,,,,,,,
5406,1,868,8503,,,,,,,,
5407,2,872,8506,,,,,,,,
5408,3,876,8510,,,,,,,,
5409,4,880,8512,,,,,,,,
5410,0,884,8513,,,,,,,,
5411,1,888,8516,,,,,,,,
5412,2,892,8519,,,,,,,,
5413,3,902,8519,,,,,,,,
5414,4,908,8519,,,,,,,,
5415,0,912,8520,,,,,,,,
5416,1,916,8523,,,,,,,,
5417,2,920,8526,,,,,,,,
5418,3,924,8530,,,,,,,,
5419,4,934,8530,,,,,,,,
5420,0,942,8530,,,,,,,,
5421,1,947,8532,,,,,,,,
5422,2,952,8534,,,,,,,,
5423,3,958,8536,,,,,,,,
5424,4,966,8536,,,,,,,,
5425,0,970,8537,,,,,,,,
5426,1,975,8539,,,,,,,,
5427,2,980,8541,,,,,,,,
5428,3,984,8545,,,,,,,,
5429,4,994,8545,,,,,,,,
5430,0,998,8546,,,,,,,,
5431,1,1002,8549,,,,,,,,
5432,2,1007,8551,,,,,,,,
5433,3,1021,8551,,,,,,,,
5434,4,1025,8553,,,,,,,,
5435,0,1029,8554,,,,,,,,
5436,1,1034,8556,,,,,,,,
5437,2,1039,8558,,,,,,,,
5438,3,1045,8560,,,,,,,,
5439,4,1055,8560,,,,,,,,
5440,0,1059,8561,,,,,,,,
5441,1,1063,8564,,,,,,,,
5442,2,1067,8567,,,,,,,,
5443,3,1071,8571,,,,,,,,
5444,4,1081,8571,,,,,,,,
5445,0,1089,8571,,,,,,,,
5446,1,1094,8573,,,,,,,,
5447,2,1098,8576,,,,,,,,
5448,3,1104,8578,,,,,,,,
5449,4,1118,8578,,,,,,,,
5450,0,1122,8579,,,,,,,,
5451,1,1126,8582,,,,,,,,
5452,2,1133,8582,,,,,,,,
5453,3,1139,8584,,,,,,,,
5454,4,1145,8584,,,,,,,,
5455,0,1149,8585,,,,,,,,
5456,1,1153,8588,,,,,,,,
5457,2,1157,8591,,,,,,,,
5458,3,1161,8595,,,,,,,,
5459,4,1165,8597,,,,,,,,
5460,0,1177,8597,,,,,,,,
5461,1,1188,8597,,,,,,,,
5462,2,1192,8600,,,,,,,,
5463,3,1198,8602,,,,,,,,
5464,4,1211,8602,,,,,,,,
5465,0,1215,8603,,,,,,,,
5466,1,1219,8606,,,,,,,,
5467,2,1223,8609,,,,,,,,
5468,3,1233,8609,,,,,,,,
5469,4,1243,8609,,,,,,,,
5470,0,1249,8609,,,,,,,,
5471,1,1254,8611,,,,,,,,
5472,2,1258,8614,,,,,,,,
5473,3,1264,8616,,,,,,,,
5474,4,1272,8616,,,,,,,,
5475,0,1276,8617,,,,,,,,
5476,1,1281,8619,,,,,,,,
5477,2,1287,8620,,,,,,,,
5478,3,1292,8623,,,,,,,,
5479,4,1296,8625,,,,,,,,
5480,0,1300,8626,,,,,,,,
5481,1,1304,8629,,,,,,,,
5482,2,1311,8629,,,,,,,,
5483,3,1317,8631,,,,,,,,
5484,4,1323,8631,,,,,,,,
5485,0,1327,8632,,,,,,,,
5486,1,1331,8635,,,,,,,,
5487,2,1336,8637,,,,,,,,
5488,3,1340,8641,,,,,,,,
5489,4,1350,8641,,,,,,,,
5490,0,1354,8642,,,,,,,,
5491,1,1358,8645,,,,,,,,
5492,2,1365,8645,,,,,,,,
5493,3,1371,8647,,,,,,,,
5494,4,1377,8647,,,,,,,,
5495,0,1381,8648,,,,,,,,
5496,1,1386,8650,,,,,,,,
5497,2,1390,8653,,,,,,,,
5498,3,1399,8653,,,,,,,,
5499,4,1403,8655,,,,,,,,
5500,0,1407,8656,,,,,,,,
5501,1,1412,8658,,,,,,,,
5502,2,1416,8661,,,,,,,,
5503,3,1424,8661,,,,,,,,
5504,4,1428,8663,,,,,,,,
5505,0,1432,8664,,,,,,,,
5506,1,1436,8667,,,,,,,,
5507,2,1441,8669,,,,,,,,
5508,3,1450,8669,,,,,,,,
5509,4,1456,8669,,,,,,,,
5510,0,1460,8670,,,,,,,,
5511,1,1465,8672,,,,,,,,
5512,2,1471,8673,,,,,,,,
5513,3,1477,8675,,,,,,,,
5514,4,1481,8677,,,,,,,,
5515,0,1489,8677,,,,,,,,
5516,1,1493,8680,,,,,,,,
5517,2,1503,8680,,,,,,,,
5518,3,1507,8684,,,,,,,,
5519,4,1511,8686,,,,,,,,
5520,0,1515,8687,,,,,,,,
5521,1,1519,8690,,,,,,,,
5522,2,1523,8693,,,,,,,,
5523,3,1531,8693,,,,,,,,
5524,4,1542,8693,,,,,,,,
5525,0,1546,8694,,,,,,,,
5526,1,1550,8697,,,,,,,,
5527,2,1557,8697,,,,,,,,
5528,3,1563,8699,,,,,,,,
5529,4,1569,8699,,,,,,,,
5530,0,1573,8700,,,,,,,,
5531,1,1578,8702,,,,,,,,
5532,2,1583,8704,,,,,,,,
5533,3,1589,8706,,,,,,,,
5534,4,1597,8706,,,,,,,,
5535,0,1601,8707,,,,,,,,
5536,1,1605,8710,,,,,,,,
5537,2,1610,8712,,,,,,,,
5538,3,1614,8716,,,,,,,,
5539,4,1624,8716,,,,,,,,
5540,0,1628,8717,,,,,,,,
5541,1,1632,8720,,,,,,,,
5542,2,1636,8723,,,,,,,,
5543,3,1642,8725,,,,,,,,
5544,4,1648,8725,,,,,,,,
5545,0,1652,8726,,,,,,,,
5546,1,1657,8728,,,,,,,,
5547,2,1662,8730,,,,,,,,
5548,3,1670,8730,,,,,,,,
5549,4,1676,8730,,,,,,,,
5550,0,1680,8731,,,,,,,,
5551,1,1684,8734,,,,,,,,
5552,2,1689,8736,,,,,,,,
5553,3,1695,8738,,,,,,,,
5554,4,1704,8738,,,,,,,,
5555,0,1708,8739,,,,,,,,
5556,1,1712,8742,,,,,,,,
5557,2,1719,8742,,,,,,,,
5558,3,1723,8746,,,,,,,,
5559,4,1732,8746,,,,,,,,
5560,0,1736,8747,,,,,,,,
5561,1,1740,8750,,,,,,,,
5562,2,1747,8750,,,,,,,,
5563,3,1752,8753,,,,,,,,
5564,4,1761,8753,,,,,,,,
5565,0,1768,8753,,,,,,,,
5566,1,1774,8754,,,,,,,,
5567,2,1779,8756,,,,,,,,
5568,3,1788,8756,,,,,,,,
5569,4,1793,8757,,,,,,,,
5570,0,1797,8758,,,,,,,,
5571,1,1801,8761,,,,,,,,
5572,2,1805,8764,,,,,,,,
5573,3,1811,8766,,,,,,,,
5574,4,1817,8766,,,,,,,,
5575,0,1821,8767,,,,,,,,
5576,1,1825,8770,,,,,,,,
5577,2,1829,8773,,,,,,,,
5578,3,1837,8773,,,,,,,,
5579,4,1841,8775,,,,,,,,
5580,0,1845,8776,,,,,,,,
5581,1,1849,8779,,,,,,,,
5582,2,1856,8779,,,,,,,,
5583,3,1860,8783,,,,,,,,
5584,4,1869,8783,,,,,,,,
5585,0,1873,8784,,,,,,,,
5586,1,1877,8787,,,,,,,,
5587,2,1881,8790,,,,,,,,
5588,3,1887,8792,,,,,,,,
5589,4,1893,8792,,,,,,,,
5590,0,1897,8793,,,,,,,,
5591,1,1901,8796,,,,,,,,
5592,2,1906,8798,,,,,,,,
5593,3,1912,8800,,,,,,,,
5594,4,1923,8800,,,,,,,,
5595,0,1931,8800,,,,,,,,
5596,1,1935,8803,,,,,,,,
5597,2,1940,8805,,,,,,,,
5598,3,1946,8807,,,,,,,,
5599,4,1952,8807,,,,,,,,
5600,0,1956,8808,,,,,,,,
5601,1,1961,8810,,,,,,,,
5602,2,1967,8811,,,,,,,,
5603,3,1973,8813,,,,,,,,
5604,4,1977,8815,,,,,,,,
5605,0,1981,8816,,,,,,,,
5606,1,1985,8819,,,,,,,,
5607,2,1990,8821,,,,,,,,
5608,3,1996,8823,,,,,,,,
5609,4,2000,8825,,,,,,,,
5610,0,2004,8826,,,,,,,,
5611,1,2009,8828,,,,,,,,
5612,2,2014,8830,,,,,,,,
5613,3,2020,8832,,,,,,,,
5614,4,2024,8834,,,,,,,,
5615,0,2028,8835,,,,,,,,
5616,1,2032,8838,,,,,,,,
5617,2,2036,8841,,,,,,,,
5618,3,2046,8841,,,,,,,,
5619,4,2052,8841,,,,,,,,
5620,0,2056,8842,,,,,,,,
5621,1,2060,8845,,,,,,,,
5622,2,2064,8848,,,,,,,,
5623,3,2070,8850,,,,,,,,
5624,4,2076,8850,,,,,,,,
5625,0,2080,8851,,,,,,,,
5626,1,2084,8854,,,,,,,,
5627,2,2088,8857,,,,,,,,
5628,3,2094,8859,,,,,,,,
5629,4,2100,8859,,,,,,,,
5630,0,2104,8860,,,,,,,,
5631,1,2109,8862,,,,,,,,
5632,2,2114,8864,,,,,,,,
5633,3,2120,8866,,,,,,,,
5634,4,2126,8866,,,,,,,,
5635,0,2130,8867,,,,,,,,
5636,1,2135,8869,,,,,,,,
5637,2,2140,8871,,,,,,,,
5638,3,2146,8873,,,,,,,,
5639,4,2150,8875,,,,,,,,
5640,0,2154,8876,,,,,,,,
5641,1,2158,8879,,,,,,,,
5642,2,2165,8879,,,,,,,,
5643,3,2171,8881,,,,,,,,
5644,4,2175,8883,,,,,,,,
5645,0,2179,8884,,,,,,,,
5646,1,2183,8887,,,,,,,,
5647,2,2187,8890,,,,,,,,
5648,3,2195,8890,,,,,,,,
5649,4,2199,8892,,,,,,,,
5650,0,2203,8893,,,,,,,,
5651,1,2208,8895,,,,,,,,
5652,2,2213,8897,,,,,,,,
5653,3,2219,8899,,,,,,,,
5654,4,2229,8899,,,,,,,,
5655,0,2233,8900,,,,,,,,
5656,1,2237,8903,,,,,,,,
5657,2,2241,8906,,,,,,,,
5658,3,2247,8908,,,,,,,,
5659,4,2251,8910,,,,,,,,
5660,0,2255,8911,,,,,,,,
5661,1,2259,8914,,,,,,,,
5662,2,2263,8917,,,,,,,,
5663,3,2284,8917,,,,,,,,
5664,4,2301,8917,,,,,,,,
5665,0,2305,8918,,,,,,,,
5666,1,2315,8918,,,,,,,,
5667,2,2319,8921,,,,,,,,
5668,3,2325,8923,,,,,,,,
5669,4,2329,8925,,,,,,,,
5670,0,2333,8926,,,,,,,,
5671,1,2337,8929,,,,,,,,
5672,2,2342,8931,,,,,,,,
